"","country","year","doc_text","doc_type","doc_number","doc_name"
"25","Lithuania",2002,"**NATIONAL SECURITY STRATEGY**  **1. GENERAL PROVISIONS**  1.1. The aim of the National Security Strategy of the Republic of Lithuania is to provide a vision of the state’s development, its national interests and the actions required for their implementation. The National Security Strategy establishes the basic goals and means of the national security policy. It encompasses political, diplomatic, defence, economic and other spheres of the state’s policy.  1.2. The Republic of Lithuania implements its National Security Strategy through a system of long-term political provisions and means, enabling to preserve the sovereignty of the state, its territorial integrity, democratic constitutional order, human and civil rights and freedoms, and a safe environment of individual, by confronting security challenges, dangerous conditions, threats, crisis situations or military conflicts.  1.3. The Republic of Lithuania perceives its security as preserving its sovereignty and territorial integrity, internal security and order, democratic foundations, economic security of all legal entities and population and protection of its natural environment.  1.4. The National Security Strategy defines basic goals of specialised strategies and doctrines in separate areas of the state policy. These strategies must be directly based on the provisions of the National Security Strategy of the Republic of Lithuania and they must be revised every time the National Security Strategy of Lithuania itself is updated.  1.5. The agenda for the security policy of the Republic of Lithuania until the next review of the National Security Strategy will be determined by the following distinguishing features of the current security environment:  1.5.1. final preparations for entry into NATO and the EU; 1.5.2. addressing the challenge of international terrorism.  **2. BASIC ASSUMPTIONS OF SECURITY POLICY**  2.1. After five decades of occupation, the Republic of Lithuania restored its independence on March 11, 1990 and has since been developing as a modern, politically, economically, socially and culturally mature democracy, actively pursuing integration into the organisations of democratic states adhering to the same values. Dismantling of the Soviet bloc and the restoration of freedom and independence have created appropriate conditions for the Republic of Lithuania to define its security interests and policy.  2.2. The current situation of the Republic of Lithuania within the international security system is as favourable as at the latter decade. The independence of the Republic of Lithuania is universally recognised and respected, growth in the economy is improving steadily, friendly relations and practical co-operation with the neighbours are being maintained, national minorities have been successfully integrated into Lithuanian society, ten years of experience of functioning democratic institutions has been accumulated, democratic civil control of the military has been efficiently established, and integration into the global and Western institutions is advancing successfully.   ","page",1,"lithuania_2002_NationalSecurityStrategy"
"26","Norway",2003,"  **3** **OVERORDNEDE RAMMER OG KONSEKVENSER** Skillet mellom nasjonal og internasjonal sikkerhet er langt **FOR FORSVARETS INNRETNING** på vei borte. Geografisk avstand betyr stadig mindre, bla på  grunn av spredning av en stadig mer avansert informasjons-  **3.1** **POLITISKE FØRINGER** og våpenteknologi, samt generelt større mobilitet I verdens- Forsvarsministerens rammeskriv fastlegger føringer for samfunnet. Ikke-statlige aktører og statlig støttet MFU. Hensikten er å styre Forsvarets utvikling gjennom terrorisme er en viktig del av dette bildet. Asymmetriske overordnede målsettinger samt å klargjøre politiske virkemidler bidrar til at den risiko som Norge står overfor,  forventninger til Forsvarets virksomhet på sentrale områder blir stadig mindre forutsigbar'. Sikkerhet må derfor skapes som omfatter sikkerhetspolitisk utvikling, NATOs transfor- og ivaretas gjennom forpliktende internasjonalt samarbeid. masjon, den militærteknologiske- og samfunnsøkonomiske Vårt moderne samfunn er svært sårbart. Den økte risiko  utvikling, samt forutsetninger med hensyn til Forsvarets dette innebærer har også bidratt til et større fokus på ressurstilgang. Rammeskrivet gir videre hovedretningslinjer samfunnssikkerhet.  for Forsvarets utvikling. Hovedbudskapet er at videre-  utviklingen av Forsvaret skal forme et fremtidig forsvar som Naboskapet med Russland og den store konsentrasjonen av er moderne, alliansetilpasset og oppgavebasert. Videre skal kjernevåpen og militære styrker i nordområdene vil fortsatt det være mulig å opprettholde struktur og kompetanse i et være sentrale rammefaktorer for norsk sikkerhetspolitikk.  1 [langsiktig perspektiv. ] Imidlertid er det andre utfordringer relatert til vår sikkerhet  som nå er de mest fremtredende. Dagens Russland utgjør  I rammeskrivet beskrives Forsvarets oppgaver i tre hoved- ikke noen militær trussel mot Norge.  deler.  Samtidig har nye sikkerhetspolitiske utfordringer vokst  -  For det første skal Forsvaret ivareta nasjonale oppgaver frem. Konflikter med utgangspunkt i bl.a etniske, sosiale som det forventes at Forsvaret skal kunne løse alene. eller religiøse spenninger, samt terrorisme og andre typer Dette omfatter overvåkning og etterretning, suverenitets- asymmetriske trusler representerer en alvorlig utfordring hevdelse, ivaretakelse av norsk myndighetsutøvelse på for internasjonal stabilitet og sikkerhet. Slike utfordringer avgrensede områder, samt evne til å forebygge og kan bare møtes gjennom felles innsats og et bredt interna- håndtere sikkerhetspolitiske kriser i Norge og norske sjonalt samarbeid. Forsvarets deltakelse i militære operasjoner områder. i utlandet og i annet internasjonalt stabiliserende og freds-  skapende arbeid er i praksis å ivareta også norsk sikkerhet.  -  For det andre skal Forsvaret ivareta oppgaver som forutsettes løst i samarbeid med allierte. Dette omfatter Dette innebærer at trusler mot Norge og norske interesser tradisjonelt kollektivt forsvar av Norge og NATO i hele kan skapes av forhold og hendelser som i utgangspunktet spekteret av sikkerhetsutfordringer, samt å bidra til fler- har sitt utspring langt utenfor våre egne grenser. Dette nasjonal krisehåndtering og fredsstøttende operasjoner. betyr ikke at Norge ikke vil kunne bli stilt overfor utfor-  dringer også på eget territorium og i egne nærområder. De  -  Summen av disse oppgavene skal på en helhetlig og sikkerhetspolitiske scenarier og utfordringer som skal danne balansert måte være styrende og dimensjonerende for basis for vår egen forsvarsplanlegging er av en annen karakter Forsvarets strukturutvikling. enn tidligere og vil ikke i samme grad som før være  preget av langvarige forberedelser og styrkeoppbygging.  -  I tillegg skal Forsvaret kunne bidra med militær støtte til Sannsynlige trusler og utfordringer vil normalt være av diplomati og til å forhindre spredning av masse- mindre omfang, men kan til gjengjeld utvikle seg svært  ødeleggelsesvåpen, samt bidra til ivaretakelse av raskt, og konsekvensene kan være store for Norges befolk- samfunnssikkerhet og andre sentrale samfunnsoppgaver. ning og norske interesser. Dette krever at utviklingen fra et  statisk mobiliseringsforsvar i retning av et innsatsberedt og leveringsorientert forsvar fortsetter med uforminsket styrke.  **3.2** **ENDREDE RAMMEBETINGELSER KREVER** **GJENNOMGRIPENDE FORANDRING** Sikkerhetsbildet krever et kvalitativt endret forsvar. Norge  **3;2.1** **Utviklingen i trusselbildet** må effektivt kunne ta ansvar for egen sikkerhet både hva Dagens overordnede sikkerhetsbilde preges av uforutsig- gjelder de utfordringer vi skal kunne løse alene, og de utfor- barhet og hurtige endringsprosesser i en stadig mer dringer vi skal løse sammen med allierte. Dette fordrer et integrert verden. Norsk Økonomi og samfunn er tett vevet fleksibelt forsvar med balanse mellom Forsvarets oppgaver, sammen med omverdenen, hvor det er glidende overganger struktur og ressurstilgang. mellom nasjonale og internasjonale sikkerhetsutfordringer.  1 Asymmetriske virkemidler: Å møte en motstander med andre midler enn dem han selv benytter. Forsvarets Fellesoperative doktrine, Del B. pkt 9.4.2  FORSVARSSJEFENS MILITÆRFAGLIGE UTREDNING 2003 I 3 I   ","page",5,"norway_2003_DefenseStudy_noneng"
"27","Portugal",2003,"  280 _DIÁRIO DA REPÚBLICA — I SÉRIE-B_ _N.[o]_ _16 — 20 de Janeiro de 2003_   decorrentes do uso intencional, indevido ou não especializado dos referidos meios e materiais. Consequentemente, perseguindo a finalidade de garantir a segurança e o bem-estar dos cidadãos, o Estado é obrigado a repensar e a adequar os conceitos e os instrumentos de segurança e defesa ao novo ambiente político-estratégico, numa perspectiva de minimização de riscos e de garantia da possibilidade de resposta, não só a estes novos tipos de desafios à paz e à estabilidade internacional como a quaisquer outros que venham a revelar-se. 1.2 — A fronteira estabelecida entre segurança e defesa, as acções concretas com cabimento em cada uma destas áreas e as entidades primariamente responsáveis pelo seu tratamento resultam do estipulado na Lei de Defesa Nacional e das Forças Armadas, Lei n.[o] 29/82. Na sua génese, esteve a necessidade de normalizar relações entre diversas entidades públicas e reposicionar poderes, inteiramente compreensíveis na conjuntura da época. Hoje, está ultrapassada essa questão e a evolução dessa fronteira deve ser igualmente percebida para não inibir a articulação dos esforços que as diferentes organizações devem desenvolver, procurando sinergias, rentabilizando meios e melhorando a eficiência na prevenção e combate aos actuais riscos e ameaças, sempre à luz dos princípios e das normas de ordem constitucional e legal portuguesa. Assim, e por se entender que «a definição dos aspectos fundamentais da estratégia global do Estado adoptada para a consecução dos objectivos da política de segurança e defesa nacional» necessita de ser adequada à nova realidade político-estratégica, afigura-se oportuno a elaboração de um novo conceito estratégico de defesa nacional, que é o resultado de um debate crítico, participado e multidisciplinar sobre as questões de segurança e defesa.  **2 — Enquadramento internacional**  2.1 — Num espaço de influência euro-atlântico, é possível definir linhas de instabilidade, envolvendo a África do Norte, a África Subsariana, o Médio Oriente, os Balcãs, o Cáucaso, a Ásia Central e a Ásia do Sul, nas quais se concentram riscos de separatismos e conflitos étnicos, religiosos e fronteiriços, fundamentalismos ou migrações em massa. As vulnerabilidades do Estado nestas regiões tornam crescentes as ameaças ligadas ao terrorismo, ao narcotráfico, ao tráfico de pessoas e ao crime organizado. Acresce que os fenómenos de desestruturação dos Estados e da globalização vieram contribuir para aumentar os riscos de proliferação de armas de destruição de massa e de uso indevido de novas tecnologias, bem como a diminuição de garantias de manutenção e controlo de equipamentos e material nuclear, radiológico, químico e biológico. Considera-se, também, a possibilidade de poderem constituir-se em foco de conflitualidade internacional os aspectos que resultem da desregulação ambiental e ecológica e da gestão dos recursos naturais, nomeadamente os hídricos e os energéticos. A acrescer a este conjunto de riscos mais imediatos, é hoje possível identificar um outro conjunto de factores que não deixarão de influenciar e condicionar o ambiente internacional e que se prendem com:  A permanência das desigualdades no desenvolimento;   O reforço do internacionalismo financeiro; A permanência de radicalismos políticos, ideológicos e religiosos; O aumento da interdependência, por força da revolução da informação e da interactividade; O crescimento dos fluxos migratórios, o carácter multicultural das sociedades e zonas de não integração das novas comunidades; Os factores ligados à evolução tecnológica, aos novos «vírus» e à utilização criminosa do ciberespaço; A atitude interventora da comunidade internacional e o exercício do direito de ingerência; A existência de uma única superpotência e a tensão entre «unilateralismo» e «multilateralismo»; A utilização do Espaço para fins científicos, económicos ou militares e as perspectivas de utilização geoestratégica que se prefiguram.  2.2 — Desta situação resulta que, cada vez mais, se propende hoje para definir um conceito alargado de segurança que, continuando a integrar os objectivos mais tradicionais dos Estados — defesa do território e da soberania —, confere atenção acrescida a uma filosofia preventiva e a uma visão global da evolução dos focos de insegurança internacional e das crises que deles decorrem, com o intuito de as prevenir e limitar, evitando o seu desenvolvimento para formas agravadas de conflitualidade. Neste quadro, como forma de optimizar a resposta dos actores internacionais, tem vindo a impor-se uma ideia de segurança cooperativa, com reflexos no desenvolvimento das organizações internacionais. A Organização das Nações Unidas (ONU) vem assumindo um papel mais interventivo na área da segurança internacional, enquadrando um conjunto crescente de acções no domínio das operações humanitárias e de paz nos mais diversos pontos do globo. Esta vontade pode ser testemunhada, mais recentemente, pelos esforços de readequação interna da estrutura de apoio às operações de paz conduzidas sob a sua égide e pelo seu empenho em suscitar um maior comprometimento dos países que disponibilizam forças. A Organização para a Segurança e Cooperação na Europa (OSCE) continua a orientar a sua atenção para os aspectos relacionados com a defesa dos direitos humanos, a resolução pacífica e a prevenção de conflitos, a gestão política de crises e a participação em actividades de manutenção de paz, tendo reforçado a sua capacidade política, em particular no domínio da diplomacia preventiva. Neste último aspecto, são de realçar as medidas de combate ao terrorismo resultantes da Conferência Internacional de Bishkek e a eleição da mesma temática para prioridade de acção no decurso da presidência portuguesa da Organização. 2.3 — A Organização do Tratado do Atlântico Norte (NATO) tem vindo a cumprir um processo de adaptação ao novo ambiente internacional. A Cimeira de Washington, em Abril de 1999, adoptou um novo conceito estratégico, em que a aliança assume as tarefas tradicionais de defesa colectiva dos seus membros e as inerentes operações do artigo 5.[o] do Tratado do Atlântico Norte, mas também se posiciona para o cumprimento de funções de prevenção e gestão de crises «fora de área». Em paralelo, foi desenvolvido o Programa da Parceria para a Paz como forma de reforçar quer a estabilidade   ","page",2,"portugal_2003_StrategicConcept"
"28","Albania",2004,"  will realize, also, the utilization of partnership mechanisms with these organizations, in the interest of national security.  The establishment and development of sincere and reciprocal relationships with neighboring countries and also, the rights and freedom of Albanian citizens everywhere, are a priority for the security of the Republic of Albania.  The consolidation and improvement of the instruments of security serve to the protection of national interests without violating the interests or security of the other countries. They are an expression of the protecting policy of sovereignty and independence, freedom and prosperity, peace and integrity of a democratic country, protecting oneself and as a pledge to give our contribution to the international context.  **PART ONE**  **THE SECURITY STRATEGY**  **I .THE CONCEPT OF THE STRATEGY OF SECURITY**  **1. The** National Security Strategy **of the Republic of Albania represents the integral** official means and instruments guaranteeing the protection of citizens, society and the Albanian state from external and domestic threats and risks. Its main object is to face the possible challenges of security for the present and the future, taking into consideration the geo strategic environment of security, the guarantee level that collective systems of security give, and also the Country’s disposal resources and real capacities.  **2. The principal feature of the Strategy of security is to respect the rule of law. The** Strategy of security has as its own resource and basis the Constitution of the Republic of Albania and the Albanian legislation. It respects all international agreements, treaties, and conventions in which the Republic of Albania takes part. The Strategy becomes successful by bringing closer the viewpoints of all actors and components of the security, despite all the different affiliations.  **3. Strategy vision focusing on integration.** Collective security defense is the future perspective of all the countries that aim the fulfillment of the contemporary and democratic standards of security. The National Security Strategy of the Republic of Albania is based on the concept of an accelerated approach of our country, through multidimensional and graduated reforms, in the European and Euro-Atlantic collective security structures, putting special emphasis on EU and NATO, based on the United Nations provisions for the security and collective protection. It is to be taken in consideration that the efforts to the integration in the collective structures will be accompanied by the consolidation of reforms in the system of security and protection of the country, to adapt and come closer to the organization and functioning of collective structures.   ","page",4,"albania_2004_NationalSecurity"
"29","Denmark",2004,"  ### The Liberals, the Conservatives, the Social Democrats, the Danish People Party, the Social Liberals and the Christian Democrats have entered into the following agreement for the Danish Defence.  Introduction  1. The Danish Defence is an important factor in working towards the realisation of the foremost goals of the Danish foreignand security policy, namely democracy, freedom and human rights.  The goals of the Danish Defence are the following: 1) to counter direct and indirect threats to the security of Denmark and allied countries, 2) to maintain Danish sovereignty and the protection of Danish citizens, 3) to work towards international peace and security in accordance with the principles of the UN Charter, specifically through conflict prevention, peacekeeping, peacemaking, and humanitarian operations.  Changes in the international security environment require the Danish Defence to strengthen its capacities in two central areas: 1) Internationally deployable military capacities and 2) the ability to counter terror acts and their consequences.  The United Nations is the framework of the efforts to create international order. In recent years the UN has developed a more effective capacity to engage in peace supporting operations and this development should be supported. At the same time the ability of the UN, as well as the ability of regional organisations, to prevent and resolve conflicts, among other places in Africa, should be strengthened.  The political parties behind the Defence Agreement agree that NATO is the central forum for joint security – and defence cooperation. The collective defence remains strongly anchored within NATO. NATO is the framework of the transatlantic partnership and a guarantor of European security. Denmark will continue to contribute to NATO, including the NATO Response Force.  The Danish Defence will contribute with ready, well-equipped and effective forces for international operations, as well as a strengthened coordination between the military and the civilian humanitarian effort in the area of operations.  Furthermore, in the case of the Danish opt-out with regard to the EU defence policy possibly being removed in the future, Denmark will be able to participate in the EU efforts within peacemaking, peacekeeping, conflict prevention, humanitarian operations and the strengthening of international security in accordance with the principles of the UN Charter.  The political parties agree that the structure and capacity of the Danish Defence during 2005-2009 should be organised in a way that will ensure that Denmark, in the event of a possible removal of the opt-out, will be immediately able to contribute to future European defence initiatives, including combating terrorism, preventing the spread of weapons of mass destruction and peace supporting operations with force contributions from both the EU and NATO.  The current security environment, including the enlargement of NATO and the EU, is of such a nature that the conventional military threat to the Danish territory has ceased for the foreseeable future. There is no longer a need for the conventional territorial defence of the Cold War.  The terrorist attacks of 11 September 2001 and subsequent terrorist attacks have demonstrated that the security challenges and risks confronting Denmark and other nations have significantly changed. New asymmetric and unpredictable threats such as international terrorism and the spreading of weapons of mass destruction and their means of delivery have entered the scene.  The threats do not necessarily have to originate from Denmark’s geographical proximity, but may nevertheless constitute a risk to Denmark, our allies and our common values, even if they manifest themselves abroad. Accordingly, the priority of Danish security policy should be aimed at possessing the capability to counter the threats where they emerge, regardless of whether this is within or beyond Denmark’s borders. Therefore, Danish Defence – together with other national components – should focus on strengthening the total defence of Denmark and its population and on ensuring Denmark’s capability to participate in international operations.   ","page",2,"denmark_2004_DefenceAgreement"
"30","Japan",2004,"  MSDF vessels conducting rescue and relief operations after rushing to areas damaged by Niigata  earthquake, in the background Niigata City is wrapped in flames and black smoke (June 16, 1964)  **rescue operations in** **areas of heavy** **snowfall**  GSDF Second Lieutenant Sakurama wrestling in Tokyo Olympic Games (October 1964)  Pattern of Olympic mark being painted in air by ASDF's Blue Impulse team at opening ceremony of Tokyo Olympic Games GSDF Second Lieutenant Miyake (left), GSDF Sergeant (over National Stadium on October 10, 1964) Tsuburaya (center) and GSDF Second Lieutenant Sakurama  (right) report their Olympic achievements to Minister of State  GSDF Second Lieutenant Miyake lifting weight [Kyodo News] for Defense Junya Koizumi and shake hands with the minister   (October 24 1964)   SDF members removing earth and sand accumulated after high tide caused by Niigata earthquake recedes (Niigata City, Niigata Prefecture in June 1964)  **1964**  **Dispatch for disaster** **rescue operations after** **Niigata earthquake**   SDF members being dispatched from Shibata camp to remove snow from trunk road in Niigata Prefecture, hit by recordbreaking snowfall (January 1963)   **1964**  **Dispatch for disaster** **rescue operations after** **Niigata earthquake** **and support of Tokyo** **Olympic Games**   GSDF Sergeant Kokichi Tsuburaya competing in men's marathon held on final day of Tokyo Olympic Games (October 1964)  GSDF Second Lieutenant Miyake lifting weight [Kyodo News] (October 1964)   **1963**  **Dispatch for disaster** **rescue operations in** **areas of heavy** **snowfall**   **1962**  **Defense Facilities** **Administration Agency** **established**   **1960**  **Defense Agency** **headquarters** **transferred to** **Hinokicho**   Transport ship Shiretoko evacuating students from Miyakejima Island in the  First maritime transport drill participated in by GSDF, MSDF and ASDF wake of volcanic eruption and (Shizuoka Prefecture in November 1962) earthquake (September 1962)  Plate for newly established Defense Facilities Administration Agency being put up (Minato Ward, Tokyo in November 1962)  Members of SDF's 101st construction unit demonstrating laying of railway track (training site in Tsudanuma in Chiba Prefecture in June 1960)  **1962**  **Defense Facilities** **Administration Agency** **established**  Defense Agency headquarters transferred to Roppongi (Hinokicho) in Tokyo's Minato Ward (January 1960)  **1960**  **Defense Agency** **headquarters** Cenotaph completed at Ichigaya camp in memory of SDF members who **transferred to** died on duty. Construction of cenotaph is part of events held to mark 10th **Hinokicho** anniversary of SDF's founding (Tokyo on May 26, 1962)   Protesters against Japan-U.S. Security Treaty surrounding Diet building (January 1960)   ","page",8,"japan_2004_DefenseOfJapan"
"31","Slovenia",2004,"  **MINISTER’S** **ADDRESS**  Dynamic changes in the security environment, membership of the EU and NATO and the professionalisation of the Slovenian Armed Forces have all lead to the need for a rational modification of Slovenia’s national security and national defence system.  Radical changes in security are the result of internal and external security issues, while the consequential reform of the defence sector is aimed at improving the efficiency and effectiveness of the defence system.  Defence reforms must follow from a comprehensive analysis of all the elements related to defence and the current status of the defence system. A decision was therefore taken to conduct a Strategic Defence Review which would include long-term guidelines and a vision of the defence system up to 2015.  Development of the defence system must take into account new circumstances and changes in the international security environment as well as national interests, goals and available resources.  The effectiveness of the defence reforms and the systematic transformation of the Slovenian Armed Forces into a professional force depend on sufficient financial resources being made available. Similarly important is functional professionalisation which requires a holistic and coherent structure relating to organisation, processes, values and motivation.  The importance of the Strategic Defence Review lies in the linkage between theoretical assumptions relating to national security and defence, and practical experience. The document is at the same time general and focused on the long-term, but also practical with short-term orientations.  The Strategic Defence Review has given us the relevant basis for an extensive and thorough analysis of the further development of the Slovenian Armed Forces and of the defence system. It has also defined a firm basis for further implementation of the defence reforms and strong guarantees for matching defence reforms with available resources and the new security challenges. The resulting defence system will enable the development of well trained, motivated and combat capable defence forces which will be able to carry out all types of missions and tasks.  As the Strategic Defence Review is successfully brought to a conclusion, the necessary defence reforms must now take a place.  **Dr. Anton GRIZOLD**   **Minister of Defence**   ","page",6,"slovenia_2004_StrategicDefenceReview"
"32","Sweden",2004,"  ## TABLE OF CONTENTS  **Introduction** **5**  **Security policy starting-points** **6**  The UN 7  The EU 8  NATO / PFP 8  Peace-promoting efforts 9  **The focus of Swedish defence policy** **10**  **Developments in Swedish military defence** **12**  New planning instructions for the Swedish Armed Forces 13  International capability 14  A network-based defence 14  The issue of personnel supply is central to Sweden’s defence reform 15  A new national service training system 15  Officer training 16  Personnel costs and downsizing 16  Reserve officers 17  Gender equality in the armed forces 17  Voluntary defence organisations 18  Military equipment issues 18  Research and technical development (RTD) 18  National niches 19  International cooperation 19  Support to the Swedish export trade 20  Decommissioning 20  VÅRT FRAMTIDA FÖRSVAR   ","page",3,"sweden_2004_OurFutureDefence"
"33","Montenegro",2006,"  **_I N T R O D U C T I O N_**  The Strategy of National Security of Montenegro (Hereinafter referred to as: the Strategy) is the document that defines the development and functioning of the system of national security of Montenegro and it is an expression of its commitment to be a part of the regional and global security systems.  The Strategy addresses the national interests, security objectives, security risks and challenges, possible reactions of the state of Montenegro to these risks and challenges as well as the structure of the national security system; it also focuses on the capacities of the state of Montenegro and its continuous efforts to adjust to global changes and to contribute to security and stability in South East Europe.  The Strategy confirms Montenegro’s commitment to undertake all necessary actions so as to meet the conditions for its integration into the Euro-Atlantic and other international security structures. In that context, the strategic goal of Montenegro is to become a full NATO and EU member as soon as it is possible. Having that goal in mind, Montenegro seeks to join the NATO’s Partnership for Peace Program.  The Strategy addresses the security system that Montenegro aims to establish by using the elements of the current security system and by developing some new ones. Having this approach in mind, the Strategy creates political-legal basis for thorough reform of the national security sector, as well as for legislative adaptation and further development of the national security system.  The Strategy represents the basic document that defines the concept of security of the state of Montenegro. All other documents that address security issues (such as the Security Policy, the Defense Strategy, Military doctrine, the Strategy for Homeland Security) and other security-related documents derive from it and have to comply with this Strategy.  The Strategy is a document that will serve as the basis for reforming the sectors of security and defense in Montenegro and that can be changed and adjusted to the extent of innovation and improvement of the security system. This Strategy gives grounds for a close cooperation in security-defense matters with all countries that so wish, provided there is a common interest in that.  The Strategy is a public document.   ","page",3,"montenegro_2006_StrategyOfNationalSecurity"
"34","France",2008,"  sonalities representing 14 nations from five continents, including political leaders, generals and other officers, actors in the field, experts, and representatives of civil society. Numerous consultations were held with representatives of the French and foreign government departments concerned, civil and military experts, members of the representative committees of defence and security personnel, business leaders, trade union representatives, representatives of associations, academics and journalists. These took place within a more restricted framework, given the necessary confidentiality of certain discussions. _The dialogue with French parliamentarians comprised regular dis-_ cussions with the parliamentary committees, followed by a series of hearings behind closed doors with Government ministers on the draft _White Paper even before the President of the French Republic gave his_ seal of approval to the text. This was a radically new approach from previous White Papers’ proceedings. _A website set up for the occasion attracted more than 250,000 hits_ since its opening, indicating keen public interest in the shaping of French security and defence policy. To encourage dialogue, the Commission also opened a series of forums on its website to discuss most of the issues raised in the White Paper, including the place of France in the world, nuclear deterrence, the European defence capability, the concept of national security, the links between the armed forces and the nation, relations with NATO, the status of reservists, interventions abroad, etc. The Commission members naturally also went out to meet professionals working in the service of the defence and security of the nation. Around forty visits were made to the forces or to theatres of operation, to gauge hopes, aspirations and difficulties, notably with regard to the quality and availability of equipment. These visits systematically included roundtable discussions between members of the Commission and all categories of personnel. At the European level, discussions were held with our main partners and with eminent European Union and Atlantic Alliance personalities providing an opportunity to present the Commission’s work and learn the views of our partners.  **Reinventing our strategy**  The resulting White Paper introduces a major innovation in the def_inition of French strategy, in that it spells out a strategy not only for_ _defence, but also for national security._ _Its aim is to ward off the risks and threats detrimental to the life of_ _the nation. The threats may come from States or transnational non-_ State groups. The risks may arise from natural or health disasters calling for a global response. The life of the country may be affected   ","page",11,"france_2008_TheFrenchWhitePaperonDefenceandNationalSecurity"
"35","Bulgaria",2009,"  ## Address of the Prime Minister of the Republic of Bulgaria  _In 2009, under the conditions of a severe economic and finan-_ _cial crisis, the political party GERB (Citizens for the European_ _Development of Bulgaria) was commissioned by the Bulgarian_ _voters to assume the responsibility of the country’s management._ _GERB’s government developed and follows a clear management_ _programme, in which the implementation of modern defence_ _policy is a priority. Initially our efforts were focused on addressing_ _a backlog of negatives. Now our main task is creating conditions_ _to build a modern defence system and Armed Forces. This means_ _leading a policy of transparency and accountability, eliminating_ _the conditions allowing corruption and inefficient management, the_ _successful functioning of the Ministry of Defence as a modern dem-_ _ocratic institution and improving the structure of the Armed Forces_ _according to contemporary realities and available resources._  _It is within the rights of every citizen to want to be comprehen-_ _sively acquainted with how nearly half a billion euros are being_ _spent every year from the taxes which he/she pays. It is natural to_ _hear many different and often divergent opinions and comments on_ _the matter. Here, my concrete message is a short one: At the current_ _stage of its development, our country will build its security within_ _NATO’s collective defence and through the Common Security and_ _Defence Policy of the European Union. This means ‘shared respon-_ _sibility for security’ and requires adequate use of and participation_ _in the NATO’s collective defence mechanisms. In this context, our_ _efforts will concentrate on the systematic development of defence_ _capabilities, the modernisation of our Armed Forces and their_ _effective use in the defence of our national interests._  _AM modern Bulgarian Armed Forces are, undoubtedly, an im-_ _portant building block and an indispensable tool in our national_ _security strategy. Along with diplomacy and economy, they are at_   ","page",3,"bulgaria_2009_WhitePaperOnDefence"
"36","Luxembourg",2011,"  **Candidature du Luxembourg à un siège non-permanent du Conseil de sécurité**  Après la décision, prise par le gouvernement luxembourgeois en mars 2001, de présenter la candidature du Luxembourg à un siège non-permanent du Conseil de sécurité pour la période 2013-2014, les efforts de promotion de cette candidature se sont activement poursuivis tout au long de l’année 2011. La réaction des pays membres de l’ONU à la candidature luxembourgeoise durant l’année écoulée peut être qualifiée de très positive et le Luxembourg a pu obtenir un nombre significatif de soutiens de la part des pays partenaires. Ces derniers apprécient en effet l’engagement concret de notre pays en faveur l’ONU et en particulier la participation active du Luxembourg à la coopération multilatérale, tant au niveau régional qu’international, qu’il s’agisse du financement volontaire aux Fonds et Programmes des Nations Unies, de la participation aux opérations de maintien de la paix ou de la poursuite de notre politique active de coopération au développement. Quant à cette dernière, il convient en effet de relever que le Luxembourg figurait en 2010 au deuxième rang mondial des pays qui dépassent l’objectif onsusien de consacrer 0,7% du Revenu National Brut à l’aide publique au développement avec une APD de 1,05% du RNB. En 2011, l’APD a toujours dépassé la barre de 1% du RNB et le gouvernement souhaitait de maintenir cet effort, en particulier en cette période difficile de crise. L’échéance des élections au Conseil de sécurité d’octobre 2012 se rapprochant, le Luxembourg est prêt à assumer la charge conférée au Conseil de sécurité par la Charte et de veiller au maintien de la paix et de la sécurité internationales, ceci en pleine transparence et dans le respect de l’égalité souveraine des Etats.  _Désarmement et non-prolifération_  En 2011, le Luxembourg a continué à appuyer les initiatives qui ont pour objectif le désarmement et la limitation des armements conventionnels et nucléaires.  Lors de la 66ème session de l’Assemblée générale des Nations unies à New York, le Ministre Asselborn a ainsi plaidé pour l’entrée en vigueur du Traité d’interdiction complète des essais nucléaires, un des éléments clés du régime de désarmement et de non-prolifération nucléaires.  Le Luxembourg a également participé à New York en juillet 2011au débat de l’Assemblée générale des Nations Unies sur le suivi de la Réunion de haut-niveau destinée à revitaliser les travaux de la Conférence du désarmement, où il a appelé au le lancement immédiat des négociations sur un traité international multilatéral, non discriminatoire et vérifiable sur l’interdiction de la production de matières fissiles.  Le Luxembourg a poursuivi son engagement de longue date au niveau du désarmement conventionnel, en participant à la Conférence des Etats-parties à la Convention sur les armes à sous-munitions en septembre à Beyrouth au Liban et à celle de la convention contre les mines anti-personnel en décembre à Phnom Penh au Cambodge. La lutte contre ces armes à effet _indiscriminatoire a été étayée par le financement conséquent de projets de déminage et de_ dépollution dans les régions les plus touchées du monde.  En 2011 et jusqu’en mai 2012, le Luxembourg est membre du Conseil exécutif de l’Organisation pour l’interdiction des armes chimiques (OIAC), basée à La Haye. Le Conseil   ","page",50,"luxembourg_2011_Rapportdactivite_noneng"
